Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level,Total_Tasks,Completion_Percentage,Completed_Tasks,Pending_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Project_Progress
PROJ_1619,Construction,29,1559699.28,25,6.31,16,Waterfall,Senior,1,4,0.43,Execution,Volatile,0.48,0.75,0,4.14,Medium,Expert,3,Excellent,0.0,1.11,Weak,Mixed,0.62,1.67,0.35,High,0.35,7,0.98,0.0,Senior PM,Ad-hoc,High,Excellent,,Fixed-Price,Medium,High,First-time,,,Partially Colocated,Basic,9,2,1.0,High,145,98,142,3,0,25.45,3,Medium,4000,5018,Completed
PROJ_1620,R&D,27,2061639.96,29,10.0,15,Agile,Mixed,1,5,3.15,Closure,Moderate,0.34,0.96,1,2.49,High,Familiar,5,Excellent,0.0,1.3,Strong,External,0.92,1.56,0.83,High,0.45,3,0.68,0.0,Junior PM,Managed,Low,Limited,,Time & Materials,Medium,Extreme,Occasional,Advanced,Basic,Fully Colocated,Good,11,3,1.0,Medium,108,48,51,57,0,29.23,6,Low,4640,5996,In Progress
PROJ_1621,R&D,28,2435442.45,28,9.65,17,Agile,Senior,3,4,1.69,Planning,Moderate,0.39,0.75,0,2.53,Low,New,3,Medium,0.0,1.01,Weak,External,0.42,2.75,0.87,High,0.35,4,0.68,0.0,Senior PM,Defined,Strict,Good,,Fixed-Price,High,High,Regular,Basic,Basic,Hybrid,Good,12,2,1.0,Critical,112,69,77,35,0,36.72,10,Medium,4480,6125,In Progress
PROJ_1622,Manufacturing,6,314089.08,5,2.1,3,Hybrid,Mixed,0,3,0.99,Planning,Moderate,0.41,0.59,1,2.94,Medium,New,5,High,0.05,1.19,Weak,External,0.05,9.09,0.88,High,3.03,0,0.78,0.0,Junior PM,Defined,Medium,Good,,Cost-Plus,Medium,Stable,Occasional,,Advanced,Partially Colocated,Good,12,1,1.0,High,30,37,11,19,6,36.47,10,High,800,1091,In Progress
PROJ_1623,Construction,27,1638033.05,22,5.85,17,Hybrid,Mixed,1,2,1.87,Execution,Moderate,0.46,0.33,3,4.11,Medium,New,5,Excellent,0.0,1.09,Moderate,Internal,0.34,4.95,0.66,Medium,1.49,0,0.86,0.0,Certified PM,Optimizing,High,Excellent,,Fixed-Price,High,Stable,Occasional,Basic,Advanced,Fully Remote,Good,10,10,1.0,Low,135,63,85,50,2,29.56,13,Medium,3520,4560,In Progress
PROJ_1624,Manufacturing,5,871830.28,10,3.43,7,Agile,Senior,3,2,0.47,Initiation,Moderate,0.33,0.67,1,1.21,Medium,New,3,High,0.0,0.99,Strong,External,0.92,6.73,0.66,Critical,1.24,4,0.8,0.0,Mid-level PM,Defined,High,Excellent,,Fixed-Price,Low,High,Regular,,Formal,Hybrid,Basic,3,4,1.0,Medium,35,46,16,19,7,7.91,4,Low,1600,1726,In Progress
PROJ_1625,IT,8,753458.31,12,5.33,7,Kanban,Mixed,1,2,0.36,Execution,Volatile,0.47,0.84,1,2.66,High,Familiar,5,Excellent,0.1,0.91,Strong,External,0.59,3.77,0.43,Low,0.3,0,0.7,0.79,Senior PM,Optimizing,High,Good,Modern/Stable,Fixed-Price,Medium,High,Occasional,Basic,Formal,Fully Colocated,Good,10,4,1.1,Medium,40,18,7,33,4,33.73,11,Medium,1920,2567,Not Started
PROJ_1626,Manufacturing,11,904856.54,13,4.18,10,Hybrid,Mixed,0,2,0.8,Closure,Stable,0.48,0.57,3,1.33,Critical,Familiar,5,Poor,0.0,0.67,Strong,Internal,0.65,6.48,0.94,Medium,2.5,4,0.26,0.0,Junior PM,Ad-hoc,High,Limited,,Cost-Plus,High,High,Regular,,,Partially Colocated,Good,6,1,1.0,High,66,91,60,6,1,8.15,2,High,2080,2249,Completed
PROJ_1627,R&D,17,1772641.24,22,9.24,17,Agile,Mixed,0,4,0.34,Monitoring,Moderate,0.69,0.68,1,3.73,Low,Expert,5,Low,0.05,0.72,Moderate,External,0.14,7.16,0.41,Critical,2.3,5,0.82,0.0,Senior PM,Managed,Medium,Limited,,Time & Materials,Low,High,Occasional,Basic,Advanced,Fully Remote,Good,11,8,1.0,Medium,68,65,44,24,4,29.72,0,Low,3520,4566,In Progress
PROJ_1628,IT,6,674242.72,12,5.6,6,Agile,Mixed,1,2,0.37,Execution,Moderate,0.39,0.77,3,12.04,Low,New,1,Excellent,0.14,1.02,Moderate,External,0.56,1.36,0.96,High,0.96,0,0.85,0.39,Junior PM,Optimizing,Low,Moderate,Mixed,Time & Materials,Low,Extreme,Regular,Advanced,Advanced,Partially Colocated,Basic,12,4,1.1,Low,24,68,16,8,2,27.42,6,Medium,1920,2446,In Progress
PROJ_1629,IT,2,315368.34,6,2.71,3,Agile,Junior,0,1,0.46,Initiation,Moderate,0.38,0.83,6,7.64,Low,Familiar,1,High,0.11,0.85,Moderate,Mixed,0.98,5.4,0.39,Critical,4.86,0,0.77,0.79,Mid-level PM,Managed,Medium,Poor,Mixed,Cost-Plus,High,Stable,Occasional,Formal,Formal,Hybrid,Basic,6,2,1.0,High,12,94,11,1,0,30.36,5,High,960,1251,Completed
PROJ_1630,R&D,22,1739410.24,27,9.94,14,Scrum,Expert,1,6,0.28,Closure,Volatile,0.12,0.82,2,3.77,Medium,Familiar,2,Low,0.0,1.29,Strong,External,0.06,7.55,0.82,Critical,0.36,1,0.84,0.0,Senior PM,Managed,High,Good,,Fixed-Price,Medium,Moderate,Regular,Formal,,Hybrid,Poor,12,7,1.0,Medium,110,11,12,98,2,21.31,9,Low,4320,5240,Not Started
PROJ_1631,IT,14,848797.08,25,9.74,12,Kanban,Junior,1,4,0.12,Execution,Moderate,0.19,0.52,1,1.21,Critical,Familiar,5,High,0.0,1.3,Moderate,External,0.9,5.39,0.4,Critical,1.44,6,0.35,0.95,Junior PM,Managed,High,Good,Modern/Stable,Cost-Plus,Low,High,First-time,Basic,Basic,Hybrid,Poor,5,1,1.0,Critical,84,70,58,26,3,25.55,14,Low,4000,5022,In Progress
PROJ_1632,Marketing,3,396587.02,7,2.88,9,Kanban,Senior,5,0,1.71,Closure,Stable,0.38,0.89,0,2.73,Low,Expert,1,Poor,0.03,1.23,Moderate,Internal,0.62,7.56,0.32,Medium,1.98,3,0.72,0.0,Senior PM,Defined,High,Poor,,Time & Materials,Medium,Stable,First-time,Formal,,Fully Remote,Good,6,1,1.0,High,18,67,12,6,3,38.13,6,High,1120,1547,In Progress
PROJ_1633,IT,15,1184580.43,23,8.98,11,Kanban,Junior,4,3,1.27,Closure,Stable,0.48,0.79,0,4.67,Medium,Expert,4,Medium,0.0,0.92,Moderate,External,0.18,3.29,0.49,Critical,3.4,6,0.74,0.76,Mid-level PM,Defined,Medium,Good,Mixed,Fixed-Price,Medium,Moderate,Occasional,Formal,Formal,Hybrid,Poor,4,1,1.0,High,105,69,72,33,7,4.04,14,Medium,3680,3828,In Progress
PROJ_1634,Healthcare,13,965016.08,18,8.83,11,Agile,Mixed,3,3,1.41,Initiation,Stable,0.42,0.73,0,1.28,High,New,5,Excellent,0.18,1.23,Moderate,External,0.65,8.36,0.69,Low,0.24,2,0.75,0.0,Senior PM,Defined,Strict,Good,,Fixed-Price,Low,Extreme,Occasional,,Basic,Hybrid,Basic,4,8,1.0,High,78,49,38,40,6,12.35,13,Medium,2880,3235,In Progress
PROJ_1635,Construction,29,1544336.03,23,6.03,17,Waterfall,Mixed,1,4,1.5,Execution,Volatile,0.46,0.68,4,4.69,Critical,Familiar,2,Medium,0.0,0.77,Moderate,Mixed,0.6,2.75,0.38,High,1.0,3,0.84,0.0,Certified PM,Ad-hoc,Medium,Moderate,,Fixed-Price,Low,Extreme,Regular,Basic,,Fully Colocated,Good,8,3,1.0,High,116,45,52,64,4,24.45,1,Medium,3680,4579,In Progress
PROJ_1636,Construction,17,625711.56,14,3.9,8,Waterfall,Junior,0,1,3.34,Initiation,Moderate,0.61,0.68,1,7.36,Critical,Expert,4,High,0.0,1.15,Moderate,Government,0.11,9.2,0.78,High,6.79,4,0.8,0.0,Junior PM,Defined,Medium,Excellent,,Time & Materials,High,Stable,First-time,Advanced,Basic,Hybrid,Good,5,2,1.0,Medium,102,46,46,56,4,38.56,12,Low,2240,3103,In Progress
PROJ_1637,IT,7,804939.16,14,7.44,11,Scrum,Expert,3,4,0.84,Closure,Moderate,0.06,0.41,3,4.45,Medium,Familiar,5,Poor,0.25,1.05,Strong,Internal,0.04,8.69,0.5,Low,0.6,5,0.65,0.77,Certified PM,Managed,High,Poor,Legacy/Unstable,Time & Materials,Low,High,First-time,Formal,Basic,Hybrid,Good,7,4,1.0,Medium,28,88,24,4,1,3.82,11,Low,2240,2325,In Progress
PROJ_1638,IT,10,964942.35,24,10.0,8,Kanban,Senior,2,4,0.31,Closure,Volatile,0.01,0.71,1,1.72,Low,New,1,High,0.04,0.66,Weak,External,0.18,5.74,0.68,Critical,0.8,7,0.72,0.86,Senior PM,Managed,High,Excellent,Modern/Stable,Fixed-Price,High,High,Occasional,,Advanced,Hybrid,Basic,5,8,1.0,Medium,40,27,10,30,6,0.9,3,Medium,3840,3874,Not Started
PROJ_1639,Construction,29,1626722.32,26,6.97,14,Waterfall,Mixed,1,3,2.37,Closure,Moderate,0.27,0.85,2,4.93,Medium,Expert,4,Poor,0.0,0.62,Moderate,External,0.33,1.19,0.36,Medium,1.74,6,0.72,0.0,Senior PM,Defined,Low,Good,,Fixed-Price,Medium,Moderate,Occasional,Formal,Basic,Fully Remote,Poor,3,1,1.0,Medium,116,72,83,33,1,2.23,1,Low,4160,4252,In Progress
PROJ_1640,Manufacturing,2,399137.71,6,2.03,5,Scrum,Senior,10,1,2.46,Monitoring,Moderate,0.12,0.21,2,2.34,Medium,Expert,3,Excellent,0.0,1.15,Weak,Mixed,0.36,2.51,0.84,Low,1.05,4,0.83,0.0,Certified PM,Defined,High,Moderate,,Hybrid,Low,Stable,First-time,Basic,Basic,Partially Colocated,Good,3,1,1.0,Low,10,31,3,7,3,2.1,7,Low,960,980,In Progress
PROJ_1641,IT,13,1072959.77,12,5.57,9,Scrum,Mixed,3,1,3.94,Execution,Moderate,0.16,0.74,2,4.49,Low,Familiar,3,Low,0.14,1.1,Strong,Mixed,0.79,6.2,0.64,Critical,0.38,2,0.78,0.96,Mid-level PM,Managed,Strict,Moderate,Modern/Stable,Fixed-Price,Medium,Moderate,Regular,Formal,Formal,Hybrid,Good,1,3,1.0,Medium,91,20,18,73,0,36.31,6,High,1920,2617,Not Started
PROJ_1642,IT,14,1147919.48,21,10.0,9,Scrum,Mixed,0,4,1.85,Execution,Moderate,0.58,0.5,1,3.91,Low,Familiar,2,High,0.16,0.66,Weak,Internal,0.51,3.2,0.47,Low,0.31,2,0.95,0.14,Mid-level PM,Defined,Strict,Good,Mixed,Time & Materials,High,Extreme,Regular,Formal,Formal,Fully Remote,Basic,9,5,1.0,Critical,56,67,37,19,2,28.85,0,Medium,3360,4329,In Progress
PROJ_1643,IT,12,1068903.89,18,7.64,13,Scrum,Senior,1,3,0.98,Execution,Moderate,0.31,0.67,0,4.25,High,Familiar,2,Excellent,0.06,1.25,Strong,External,0.23,2.12,0.74,Critical,1.97,3,0.62,0.43,Certified PM,Optimizing,Strict,Excellent,Legacy/Unstable,Time & Materials,Medium,High,Strategic,Advanced,Formal,Fully Colocated,Basic,2,3,1.0,Medium,48,66,31,17,1,27.08,1,Medium,2880,3659,In Progress
PROJ_1644,Construction,19,1174550.93,22,7.34,8,Hybrid,Senior,6,4,2.23,Closure,Moderate,0.17,0.79,1,3.88,Critical,Expert,1,Excellent,0.0,0.78,Strong,Government,0.54,5.05,0.91,Medium,0.62,3,0.95,0.0,Certified PM,Managed,Medium,Excellent,,Fixed-Price,Medium,Moderate,First-time,Basic,Formal,Fully Remote,Good,1,7,1.0,Low,95,86,81,14,5,20.9,1,Medium,3520,4255,In Progress
PROJ_1645,IT,8,472002.45,10,6.09,10,Agile,Senior,1,2,2.16,Execution,Stable,0.22,0.85,1,2.19,High,Familiar,5,Poor,0.34,0.91,Moderate,Internal,0.57,8.61,0.97,High,0.64,5,0.94,0.22,Senior PM,Managed,High,Moderate,Modern/Stable,Hybrid,Medium,High,First-time,Advanced,Basic,Partially Colocated,Basic,5,3,1.0,Medium,32,13,4,28,1,31.28,3,Low,1600,2100,Not Started
PROJ_1646,Marketing,6,861393.47,15,5.21,12,Kanban,Junior,1,4,3.97,Execution,Stable,0.69,0.65,2,6.87,Medium,Familiar,3,Excellent,0.0,1.24,Moderate,External,0.42,7.23,0.62,High,0.94,5,0.95,0.0,Mid-level PM,Managed,Medium,Moderate,,Fixed-Price,Medium,Moderate,Strategic,Basic,Formal,Hybrid,Basic,11,6,1.1,Medium,36,95,34,2,0,6.23,2,Low,2400,2549,Completed
PROJ_1647,IT,13,1000589.63,15,5.75,7,Agile,Senior,1,3,0.23,Monitoring,Stable,0.22,0.61,3,4.9,Low,Expert,4,High,0.0,0.64,Moderate,External,0.25,9.23,0.31,Low,1.73,3,0.85,0.17,Mid-level PM,Defined,High,Excellent,Modern/Stable,Time & Materials,High,Stable,Strategic,Basic,Basic,Fully Remote,Good,4,3,1.0,Low,78,16,12,66,0,15.68,0,Low,2400,2776,Not Started
PROJ_1648,IT,13,857027.44,21,8.71,6,Kanban,Mixed,1,5,2.97,Monitoring,Volatile,0.53,0.55,0,2.17,High,Expert,4,Poor,0.04,1.14,Weak,Internal,0.33,7.79,0.91,High,3.05,4,0.77,0.46,Junior PM,Optimizing,High,Limited,Legacy/Unstable,Fixed-Price,Low,High,Occasional,Formal,Advanced,Hybrid,Good,7,7,1.0,High,91,70,63,28,4,19.6,11,Medium,3360,4018,In Progress
PROJ_1649,IT,16,1415766.58,23,8.54,14,Scrum,Expert,5,3,3.43,Initiation,Moderate,0.16,0.65,1,2.09,Critical,Expert,5,Excellent,0.0,0.77,Weak,External,0.69,1.47,0.45,Critical,0.44,0,0.81,0.4,Mid-level PM,Optimizing,High,Moderate,Mixed,Time & Materials,Low,Moderate,Strategic,Formal,Advanced,Fully Remote,Basic,8,9,1.0,Low,64,63,40,24,2,4.42,13,Low,3680,3842,In Progress
PROJ_1650,Construction,38,2261833.41,32,7.35,21,Waterfall,Junior,2,2,4.82,Initiation,Volatile,0.7,0.38,1,3.84,High,Expert,5,Poor,0.0,1.24,Moderate,Government,0.45,8.79,0.5,Low,2.48,3,0.88,0.0,Mid-level PM,Managed,Medium,Excellent,,Cost-Plus,Medium,High,Strategic,Advanced,Formal,Hybrid,Excellent,4,5,1.0,Medium,190,97,184,6,0,16.78,1,Medium,5120,5979,Completed
PROJ_1651,Construction,29,1944749.22,28,9.57,18,Hybrid,Mixed,1,5,4.65,Monitoring,Moderate,0.31,0.73,1,3.04,Low,Expert,4,High,0.0,0.75,Strong,Government,0.96,4.46,0.83,High,2.69,4,0.67,0.0,Senior PM,Defined,High,Moderate,,Time & Materials,High,Extreme,First-time,Basic,Basic,Partially Colocated,Basic,8,13,1.0,High,174,77,133,41,6,12.66,10,Low,4480,5047,In Progress
PROJ_1652,IT,19,1797099.31,27,9.18,14,Kanban,Expert,2,3,1.76,Monitoring,Stable,0.25,0.56,1,2.76,Critical,Familiar,4,Low,0.0,0.79,Strong,External,0.57,1.3,0.48,Low,0.16,0,0.6,0.11,Senior PM,Optimizing,Low,Moderate,Legacy/Unstable,Hybrid,Low,High,Strategic,Basic,,Hybrid,Poor,7,9,1.0,Medium,95,88,83,12,1,1.42,8,Medium,4320,4381,In Progress
PROJ_1653,IT,14,1107837.07,16,6.47,10,Kanban,Mixed,0,5,0.33,Initiation,Stable,0.7,0.92,1,0.96,Medium,New,1,Poor,0.01,1.11,Moderate,Internal,0.95,1.62,0.71,Critical,1.32,1,0.81,0.56,Junior PM,Managed,High,Good,Mixed,Cost-Plus,Low,Moderate,Regular,Formal,Basic,Fully Remote,Good,3,2,1.0,Critical,70,10,7,63,1,5.47,12,High,2560,2700,Not Started
PROJ_1654,IT,11,750554.45,11,5.02,6,Agile,Mixed,3,1,1.77,Execution,Stable,0.57,0.81,1,6.61,Low,Familiar,2,Medium,0.12,0.93,Moderate,Government,0.19,8.84,0.5,Medium,2.16,4,0.67,0.25,Mid-level PM,Managed,Medium,Good,Modern/Stable,Fixed-Price,Low,Stable,Occasional,,Basic,Hybrid,Basic,8,4,1.0,Medium,66,64,42,24,3,30.56,0,Low,1760,2297,In Progress
PROJ_1655,Marketing,12,533170.15,13,4.46,10,Hybrid,Mixed,2,1,0.8,Execution,Moderate,0.62,0.58,2,0.84,Critical,Familiar,3,Medium,0.0,1.07,Weak,Internal,0.73,5.35,0.67,Critical,0.49,7,0.46,0.0,Junior PM,Ad-hoc,Medium,Limited,,Hybrid,Medium,Stable,Occasional,Formal,,Fully Remote,Basic,2,3,1.0,Critical,60,12,7,53,0,0.72,8,Medium,2080,2094,Not Started
PROJ_1656,Manufacturing,5,331488.12,7,1.73,6,Hybrid,Senior,5,2,0.75,Execution,Moderate,0.09,0.76,4,6.77,Medium,Familiar,2,Medium,0.0,0.75,Strong,Government,0.6,8.38,0.45,Critical,1.07,0,0.87,0.0,Senior PM,Managed,Medium,Moderate,,Cost-Plus,Medium,Stable,Occasional,Basic,Basic,Partially Colocated,Basic,8,2,1.0,Low,30,87,26,4,5,37.37,6,High,1120,1538,In Progress
PROJ_1657,IT,11,749696.84,15,7.43,7,Scrum,Expert,7,3,0.43,Monitoring,Stable,0.23,0.45,5,4.62,High,Familiar,5,Medium,0.19,1.12,Moderate,External,0.12,4.25,0.99,Critical,1.1,1,0.65,0.87,Certified PM,Managed,Strict,Moderate,Legacy/Unstable,Time & Materials,Medium,High,Occasional,Advanced,,Partially Colocated,Basic,11,4,1.1,High,55,47,25,30,4,3.46,1,High,2400,2483,In Progress
PROJ_1658,Marketing,16,1157763.38,23,7.99,8,Kanban,Mixed,1,3,0.08,Initiation,Volatile,0.36,0.82,3,2.69,Medium,Familiar,4,High,0.0,0.88,Moderate,External,0.03,7.82,0.57,High,1.22,7,0.77,0.0,Mid-level PM,Optimizing,Low,Moderate,,Fixed-Price,Medium,Extreme,Occasional,,Formal,Fully Remote,Excellent,11,6,1.1,Critical,96,10,9,87,2,31.97,1,Low,3680,4856,Not Started
PROJ_1659,Construction,38,2875649.23,33,7.45,26,Hybrid,Junior,2,3,0.81,Planning,Moderate,0.1,0.95,0,2.98,High,New,1,Poor,0.0,1.11,Strong,External,0.78,4.05,0.55,Medium,1.47,4,0.78,0.0,Mid-level PM,Optimizing,Medium,Limited,,Fixed-Price,Low,Moderate,Strategic,Basic,Advanced,Partially Colocated,Good,1,1,1.0,Medium,152,47,71,81,5,35.94,4,Medium,5280,7177,In Progress
PROJ_1660,Construction,29,1455157.0,29,9.44,14,Waterfall,Senior,4,6,1.1,Monitoring,Stable,0.23,0.51,4,3.31,Low,Expert,1,High,0.0,0.99,Strong,Government,0.64,4.22,0.54,Medium,2.21,6,0.52,0.0,Mid-level PM,Defined,Low,Limited,,Cost-Plus,High,High,First-time,Basic,Basic,Hybrid,Good,3,3,1.0,Medium,203,94,190,13,4,37.65,12,Low,4640,6386,Completed
PROJ_1661,Manufacturing,6,846746.24,11,5.31,9,Scrum,Mixed,0,2,0.74,Planning,Volatile,0.24,0.73,2,7.16,High,Familiar,3,High,0.17,1.19,Moderate,Internal,0.56,2.24,0.43,Critical,1.2,2,0.51,0.0,Junior PM,Managed,High,Excellent,,Fixed-Price,Low,High,Strategic,Formal,Basic,Partially Colocated,Good,3,2,1.0,Medium,36,38,13,23,1,34.7,4,High,1760,2370,In Progress
PROJ_1662,IT,13,990518.77,17,7.84,9,Scrum,Senior,4,3,1.58,Planning,Moderate,0.29,0.72,0,7.81,High,Familiar,4,Excellent,0.13,0.96,Moderate,Internal,0.76,7.56,0.95,Critical,0.32,3,0.94,0.21,Senior PM,Defined,Medium,Moderate,Legacy/Unstable,Hybrid,Medium,Moderate,Occasional,Basic,Basic,Hybrid,Basic,11,1,1.1,Medium,78,14,10,68,5,11.5,3,Low,2720,3032,Not Started
PROJ_1663,IT,8,573908.54,17,7.22,5,Agile,Mixed,2,4,1.64,Planning,Moderate,0.57,0.61,3,7.19,High,Familiar,3,Poor,0.06,0.64,Moderate,External,0.04,6.09,0.95,Critical,1.46,7,0.47,0.56,Senior PM,Optimizing,Strict,Poor,Modern/Stable,Cost-Plus,Medium,Moderate,First-time,Advanced,Advanced,Partially Colocated,Basic,2,7,1.0,Medium,56,83,46,10,4,13.32,11,Medium,2720,3082,In Progress
PROJ_1664,Healthcare,7,641801.95,12,4.98,11,Kanban,Senior,7,4,1.05,Initiation,Moderate,0.37,0.49,1,2.41,High,Expert,3,High,0.04,0.82,Moderate,Government,0.19,2.29,1.0,Medium,1.82,1,0.85,0.0,Mid-level PM,Defined,Strict,Moderate,,Time & Materials,High,High,First-time,Formal,Advanced,Fully Remote,Excellent,2,2,1.0,Medium,42,30,12,30,1,17.06,9,High,1920,2247,In Progress
PROJ_1665,IT,13,1401740.97,20,9.0,16,Scrum,Junior,3,4,0.12,Planning,Stable,0.26,0.98,0,2.53,Low,Familiar,3,Poor,0.11,1.2,Strong,External,0.88,2.66,0.4,Medium,0.97,6,0.83,0.51,Junior PM,Managed,Medium,Moderate,Legacy/Unstable,Hybrid,Medium,High,Regular,Basic,Advanced,Fully Remote,Excellent,6,2,1.0,High,78,80,62,16,1,5.57,9,Low,3200,3378,In Progress
PROJ_1666,IT,11,620814.77,11,4.57,5,Scrum,Mixed,1,1,0.44,Monitoring,Moderate,0.5,0.78,2,1.65,Critical,Expert,1,Poor,0.04,1.1,Strong,External,0.37,7.15,0.79,Medium,0.94,1,0.97,0.43,Junior PM,Optimizing,High,Limited,Modern/Stable,Fixed-Price,Medium,Extreme,First-time,Formal,Basic,Hybrid,Good,2,2,1.0,Medium,55,76,41,14,1,0.89,12,Low,1760,1775,In Progress
PROJ_1667,IT,17,1185421.82,19,7.17,13,Scrum,Senior,2,4,2.35,Execution,Stable,0.15,0.83,0,1.75,High,Familiar,4,High,0.0,0.83,Strong,External,0.97,7.1,0.89,Critical,0.71,0,0.77,0.66,Certified PM,Managed,High,Excellent,Legacy/Unstable,Fixed-Price,Medium,Moderate,Regular,Advanced,Formal,Fully Remote,Good,4,2,1.0,Medium,119,56,66,53,1,34.76,11,Low,3040,4096,In Progress
PROJ_1668,R&D,16,1249971.55,21,10.0,10,Agile,Junior,0,4,0.59,Execution,Moderate,0.67,0.94,2,4.0,High,Familiar,5,Medium,0.16,0.82,Moderate,External,0.6,2.75,0.75,Medium,0.37,7,0.83,0.0,Junior PM,Managed,Low,Moderate,,Cost-Plus,Low,High,First-time,Formal,Basic,Partially Colocated,Good,2,5,1.0,Critical,64,93,59,5,6,22.17,2,Low,3360,4104,Completed
PROJ_1669,IT,14,1104487.65,18,6.0,12,Kanban,Senior,6,3,1.63,Planning,Stable,0.26,0.81,0,5.67,Medium,Expert,1,Poor,0.0,0.95,Strong,External,0.67,3.1,0.9,Low,0.12,3,0.85,0.65,Mid-level PM,Defined,High,Limited,Modern/Stable,Fixed-Price,Low,Moderate,Strategic,Formal,Basic,Hybrid,Basic,11,2,1.1,Low,84,92,77,7,1,24.35,3,Low,2880,3581,Completed
PROJ_1670,IT,15,1430729.26,25,10.0,16,Agile,Mixed,1,5,3.93,Closure,Volatile,0.2,0.69,0,3.1,Low,Familiar,1,Medium,0.0,0.77,Strong,External,0.72,8.53,0.57,Medium,0.59,7,0.78,0.84,Mid-level PM,Managed,Strict,Good,Legacy/Unstable,Fixed-Price,Low,High,Strategic,Formal,Formal,Hybrid,Good,2,11,1.0,Critical,105,44,46,59,3,37.08,9,High,4000,5483,In Progress
PROJ_1671,Construction,45,2553329.36,30,7.14,18,Waterfall,Expert,5,5,1.93,Initiation,Volatile,0.28,0.78,1,4.5,Low,New,3,Poor,0.0,1.27,Strong,Mixed,0.29,7.37,0.53,Low,1.56,4,0.77,0.0,Senior PM,Managed,Low,Poor,,Cost-Plus,High,High,Regular,Formal,Basic,Partially Colocated,Poor,11,14,1.0,Critical,225,77,173,52,5,26.6,3,High,4800,6076,In Progress
PROJ_1672,R&D,15,1822431.64,18,6.06,15,Agile,Mixed,0,3,1.8,Initiation,Moderate,0.37,0.83,2,5.34,Critical,New,2,High,0.0,0.72,Strong,External,0.64,3.32,0.57,Low,1.69,4,0.76,0.0,Junior PM,Managed,Low,Good,,Fixed-Price,Low,Moderate,Strategic,Advanced,Formal,Fully Remote,Poor,4,7,1.0,Medium,60,78,46,14,4,27.63,1,Medium,2880,3675,In Progress
PROJ_1673,IT,19,1574804.77,26,10.0,15,Scrum,Senior,2,7,2.11,Initiation,Stable,0.16,0.71,3,3.8,Low,Expert,1,Medium,0.0,0.74,Moderate,External,0.78,5.3,0.44,Low,0.31,7,0.86,0.24,Senior PM,Optimizing,Strict,Poor,Mixed,Fixed-Price,Low,High,Strategic,Advanced,Formal,Fully Colocated,Excellent,12,7,1.1,Low,133,10,13,120,3,31.48,4,Low,4160,5469,Not Started
PROJ_1674,Marketing,22,904121.2,21,6.4,9,Waterfall,Mixed,2,3,0.91,Execution,Moderate,0.53,0.65,0,3.9,High,New,1,Excellent,0.0,0.71,Moderate,External,0.21,5.17,0.42,Critical,1.21,3,0.92,0.0,Mid-level PM,Managed,Medium,Excellent,,Fixed-Price,Medium,Extreme,Regular,Formal,Advanced,Fully Remote,Good,2,1,1.0,Medium,88,77,67,21,6,4.65,14,Medium,3360,3516,In Progress
PROJ_1675,IT,3,354643.94,5,3.07,8,Scrum,Mixed,2,1,1.02,Monitoring,Stable,0.25,0.83,0,3.17,High,Familiar,1,Excellent,0.35,0.98,Moderate,Mixed,0.54,6.23,0.76,High,3.7,7,0.73,0.09,Senior PM,Defined,High,Moderate,Legacy/Unstable,Cost-Plus,Low,Moderate,Occasional,Basic,,Fully Remote,Basic,8,1,1.0,Medium,12,21,2,10,7,14.41,4,High,800,915,Not Started
PROJ_1676,R&D,17,1841786.12,17,6.71,15,Agile,Junior,0,3,0.62,Monitoring,Stable,0.27,0.56,0,2.74,Medium,Expert,4,Low,0.0,1.04,Strong,Internal,0.69,5.37,0.39,High,1.3,1,0.74,0.0,Mid-level PM,Ad-hoc,High,Moderate,,Time & Materials,High,Moderate,Regular,Basic,Formal,Partially Colocated,Good,10,1,1.0,Medium,68,69,46,22,7,38.73,4,Low,2720,3773,In Progress
